Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,TitleProd,URLProd,VendaConjunta,MetaDescriptionProd,IDsFiltroItem
"A","Algemas",5589902,"HZ516","Algema Rendada",100,"Algema Sexy Rendada 

Fabricação: HotFlowers","Algema Sexy Rendada

Algema confeccionada em renda preta transparente e laços vermelhos em cetim. Corrente em metal para você soltar sua criatividade com seu parceiro(a).

Composição: 81% Poliamida e 19% Elastano.

Validade: Indeterminada.

Cuidados: Manter fora do alcance de crianças. Guardar sempre limpo e em local seco e arejado. Esse produto foi produzido com finalidade única para entretenimento. Não utilizar para outros fins.","",False,1,0,False,0,13.5,28.4,0,0,0,,,True,True,"","","","","","","","","","",0,,1083,"",,0,0,,"","",0,0,,True,False,0,0,0,"","","Algema Rendada","algema-rendada","","Algema Sexy Rendada 

Fabricação: HotFlowers",""
"A","Anéis",5523532,"ADAO14","Anel Companheiro 11,0 x 2,5cm - Côr da Pele",200,"Anel Companheiro para dupla penetração 11,0 x 2,5cm.
Côr da Pele
Fabricante: Adão e Eva","Anel Companheiro 

Anel para dupla penetração em PVC - 11x2,5 cm.

Os anéis com prótese companheira quando colocado na base de um pênis ou vibrador e com proporções próximas as de um pênis real, simulam uma perfeita dupla penetração, uma das maiores fantasias femininas.

Anéis

Os anéis penianos colocados na base do pênis ou no vibrador personal e, com variados relevos, tem a função múltipla de massagear a parceira durante a penetração, segurar a ereção e retardar a ejaculação.

Os anéis companheiros possuem uma prótese ou um miniplug anal para dupla penetração. Em variadas cores, alguns são até fosforescentes para tornar a relação sexual mais divertida.

Mas não podem ser utilizados por mais de 30 minutos corridos pois podem prejudicar o pênis.Cuidados: Lavar antes e após o manuseio com água e sabão neutro.

Não compartilhe deste produto com outros parceiros.

Origem: Adão & Eva (Fabricante)

Cor: Pele

Material: PVC Atóxico 

Tamanho: 11 x 2,5 cm 

Embalagem: Blister PET","https://sexoparaleigos.wordpress.com/2016/11/17/desmistificando-o-uso-de-aneis-penianos/",True,2,0,True,0,8.27,17.4,0,0,0,,,False,False,"ADAO14.JPG","ADAO14.JPG","ADAO14.JPG","","","","","","","",0,,1084,"Anel companheiro",,0,0,,"","Anel Companheiro, penis, protese, dildo, consolo.",0,0,,True,False,0,0,0,"","5523532AC","Anel Companheiro 11,0 x 2,5cm - Côr da Pele","anel-companheiro-11-0-x-2-5cm-94926089","","Anel Companheiro para dupla penetração 11,0 x 2,5cm.
Côr da Pele","7195,7185,7183,6327,7187"
"A","Anéis",5523533,"ADAO14P","Anel Companheiro 11,0 x 2,5cm - Prêto",200,"Anel Companheiro para dupla penetração 11,0 x 2,5cm.
Côr Prêto
Fabricante: Adão e Eva","Anel Companheiro 

Anel para dupla penetração em PVC - 11x2,5 cm.

Os anéis com prótese companheira quando colocado na base de um pênis ou vibrador e com proporções próximas as de um pênis real, simulam uma perfeita dupla penetração, uma das maiores fantasias femininas.

Anéis

Os anéis penianos colocados na base do pênis ou no vibrador personal e, com variados relevos, tem a função múltipla de massagear a parceira durante a penetração, segurar a ereção e retardar a ejaculação.

Os anéis companheiros possuem uma prótese ou um miniplug anal para dupla penetração. Em variadas cores, alguns são até fosforescentes para tornar a relação sexual mais divertida.

Mas não podem ser utilizados por mais de 30 minutos corridos pois podem prejudicar o pênis.Cuidados: Lavar antes e após o manuseio com água e sabão neutro.

Não compartilhe deste produto com outros parceiros.

Origem: Adão & Eva (Fabricante)

Cor: Prêto

Material: PVC Atóxico 

Tamanho: 11 x 2,5 cm 

Embalagem: Blister PET","https://sexoparaleigos.wordpress.com/2016/11/17/desmistificando-o-uso-de-aneis-penianos/",True,1,0,True,0,7.73,16.3,0,0,0,,,False,False,"ADAO14P.JPG","ADAO14P.JPG","ADAO14P.JPG","","","","","","","",0,,1084,"Anel companheiro",,0,0,,"","anel companheiro, dupla penetração, penis, vibrador, ",0,0,,True,False,0,0,0,"","5523533AC","Anel Companheiro 11,0 x 2,5cm - Prêto","anel-companheiro-11-0-x-2-5cm---preto-66556948","","Anel Companheiro para dupla penetração 11,0 x 2,5cm.
Côr Prêto
Fabricante: Adão e Eva","7195,7185,7183,6327,7187"
"A","Anéis",5289559,"ADAO14V","Anel Companheiro com Vibrador - Cor da Pele",300,"Anel Companheiro 11x2,5 Cm na cor pele - Com vibrador torpedo.
Fabricante: Adão e Eva.","Anel Companheiro com Vibrador

Anel para dupla penetração em PVC flexivel com vibrador - 11x2,5cm

Os anéis com prótese companheiro quando colocado na base de um pênis com proporções próximas as de um pênis real, simulam uma perfeita dupla penetração, ela é considerada uma das maiores fantasias femininas.

O Anel companheiro com vibrador tem a Funcção de massagear a parceira durante a penetração, segurar a ereção e retardar a ejaculação.

Restrição de Uso: Não podem ser utilizados por mais de 30 minutos corridos pois podem prejudicar o pênis.

Cuidados: Lavar antes e após o manuseio com água e sabão neutro.


Cor: Pele

Material: PVC Atóxico flexivel

Vibrador: Torpedo 5,5cm de comprimento (acompanha baterias)

Tamanho: 11 x 2,5 cm

Embalagem: Blister PET
","https://sexoparaleigos.wordpress.com/2016/11/17/desmistificando-o-uso-de-aneis-penianos/",True,2,0,True,0,27.45,58,49,0,0,31/10/2016,31/12/2017,False,False,"ADAO14V.jpg","ADAO14V.jpg","ADAO14V.jpg","","","","","","","",0,,1084,"Bolinhas, Lubrificantes, Aneis",,0,0,,"","anel, companheiro, anel companheiro, penis, vibrador, dupla penetração,",0,0,,True,False,0,0,0,"","5289559AC","Anel Companheiro com Vibrador","https---www-intimici-com-br-prod-idloja-31045-idproduto-5289559","","Anel Companheiro 11x2,5 Cm na cor pele - Com vibrador torpedo","7195,7185,7182,6327,7187"
"A","Anéis",5289560,"ADAO14PV","Anel Companheiro com Vibrador - Cor Preto",300,"Anel Companheiro 11x2,5 Cm na cor preto  - Com vibrador torpedo
Fabricante: Adão e Eva.","Anel Companheiro com Vibrador

Anel para dupla penetração em PVC flexivel com vibrador - 11x2,5cm

Os anéis com prótese companheiro quando colocado na base de um pênis com proporções próximas as de um pênis real, simulam uma perfeita dupla penetração, ela é considerada uma das maiores fantasias femininas.

O Anel companheiro com vibrador tem a Funcção de massagear a parceira durante a penetração, segurar a ereção e retardar a ejaculação.

Restrição de Uso: Não podem ser utilizados por mais de 30 minutos corridos pois podem prejudicar o pênis.

Cuidados: Lavar antes e após o manuseio com água e sabão neutro.

Cor: Preto

Material: PVC Atóxico flexivel

Vibrador: Torpedo 5,5cm de comprimento (acompanha baterias)

Tamanho: 11 x 2,5 cm

Embalagem: Blister PET
","https://sexoparaleigos.wordpress.com/2016/11/17/desmistificando-o-uso-de-aneis-penianos/",True,2,0,True,0,25.65,58,49,0,0,16/09/2016,31/12/2017,False,False,"ADAO14PV.jpg","ADAO14PV.jpg","ADAO14PV.jpg","","","","","","","",0,,1084,"Lubrificantes, Aneis, Bolinhas",,0,0,,"","anel, companheiro, anel companheiro, penis, dupla penetração, vibrador",0,0,,True,False,0,0,0,"","5289560AC","Anel Companheiro com Vibrador","https---www-intimici-com-br-prod-idloja-31045-idproduto-5289560","","Anel Companheiro 11x2,5 Cm na cor preto  - Com vibrador torpedo","7195,7185,7182,6327,7187"
"A","Anéis",5523537,"DOM005","Anel Peniano - 6CM",200,"Anel Peniano - 6CM

Importador: Adão e Eva.","ANEL PENIANO  6CM 

O A3 é um anel peniano clássico ideal para homens que desejam manter uma ereção prolongada e aguentar por mais tempo uma maratona de sexo. Desenvolvido em três tamanhos diferentes, estes anéis se ajustam facilmente à base de seu pênis e também pode ser usado para prender o escroto, mostrando assim sua versatilidade. Não deixe de experimentar!

Modo de Usar: Abra a caixa, retire o produto e selecione o local desejado para estimulação corporal. Higienize antes e após o uso com água e sabonete antibacteriano, seque com uma toalha de papel.

Restrições de uso:
- Pessoas alérgicas aos componentes da matéria-prima não devem usar o produto.
- Não use o produto em regiões com inflamações, inchaços ou lacerações.
- Produto erótico sem indicação de uso de saúde.
- Vendido apenas como produto para estimulação sexual.
- Não nos responsabilizamos pelo mau uso do produto.

CONTÉM: Um Anel Peniano A3 Pequeno 6cm.
COMPOSIÇÃO: Silicone
VALIDADE: Indeterminada","https://sexoparaleigos.wordpress.com/2016/11/17/desmistificando-o-uso-de-aneis-penianos/",True,2,0,True,0,14.54,30,0,0,0,,,False,False,"DOM003.JPG","DOM003.JPG","DOM003.JPG","","","","","","","",0,,1084,"anel peniano",,0,0,,"","anel, anel peniano",0,0,,True,False,0,0,0,"","5523537AP","Anel Peniano - 6CM","anel-peniano-pequeno---6cm-41997928","","Anel Peniano - 6CM

Importador: Adão e Eva.","7180,7184,7183,6327"
"A","Anéis",5288015,"DOM001","Anel Peniano A1",200,"ANEL PENIANO A1
Importador: Adão e Eva.","ANEL PENIANO A1

O A1 é um anel peniano ideal para homens que desejam manter uma ereção prolongada e aguentar por mais tempo uma maratona de sexo sem perder seu estilo. Este anel se ajusta facilmente à base de seu pênis e também pode ser usado para prender o escroto, mostrando assim sua versatilidade. Não deixe de experimentar!

Modo de Usar:

Abra a caixa, retire o produto e selecione o local desejado para estimulação corporal. Higienize antes e após o uso com água e sabonete antibacteriano, seque com uma toalha de papel.de papel.

Restrições de uso:
– Pessoas alérgicas aos componentes da matéria-prima não devem usar o produto.

– Não use o produto em regiões com inflamações, inchaços ou lacerações.

– Produto erótico sem indicação de uso de saúde.

– Vendido apenas como produto para estimulação sexual.

– Não nos responsabilizamos pelo mau uso do produto.

Não utilize por mais de 30 minutos pois pode prejudicar o penis.

COMPOSIÇÃO: Elastômero
","https://sexoparaleigos.wordpress.com/2016/11/17/desmistificando-o-uso-de-aneis-penianos/",True,2,0,True,0,19.42,38.9,36,0,0,,,False,False,"DOM001.jpg","DOM001.jpg,DOM001-2.jpg","DOM001.jpg,DOM001-2.jpg","","","","","","","",0,,1084,"Lubrificantes, Comestiveis, Anéis",,0,0,,"","anel, peniano, anel peniano",0,0,,True,False,0,0,0,"","5288015AP","Anel Peniano","https---www-intimici-com-br-prod-idloja-31045-idproduto-5288015","","ANEL PENIANO A1","7180,7185,7183,6327"
"A","Anéis",5288016,"DOM002","Anel Peniano A2",200,"ANEL PENIANO A2
Importador: Adão e Eva.","ANEL PENIANO A2
A2 - ANEL PENIANO 

O A2 é um anel peniano ideal para homens que desejam manter uma ereção prolongada e aguentar por mais tempo uma maratona de sexo sem perder seu estilo. Este anel se ajusta facilmente à base de seu pênis e também pode ser usado para prender o escroto, mostrando assim sua versatilidade. Não deixe de experimentar!

Modo de Usar: Abra a caixa, retire o produto e selecione o local desejado para estimulação corporal. Higienize antes e após o uso com água e sabonete antibacteriano, seque com uma toalha de papel.

Restrições de uso:
- Pessoas alérgicas aos componentes da matéria-prima não devem usar o produto.
- Não use o produto em regiões com inflamações, inchaços ou lacerações.
- Produto erótico sem indicação de uso de saúde.
- Vendido apenas como produto para estimulação sexual.
- Não nos responsabilizamos pelo mau uso do produto. 


CONTÉM: Um anel peniano A2
COMPOSIÇÃO: Elastomero
VALIDADE: Indeterminada","https://sexoparaleigos.wordpress.com/2016/11/17/desmistificando-o-uso-de-aneis-penianos/",True,3,0,True,0,19.63,41,34.5,0,0,,,False,False,"DOM002.jpg","DOM002.jpg,DOM002_1.JPG","DOM002.jpg,DOM002_1.JPG","","","","","","","",0,,1084,"Bolinhas, Comestiveis, Aneis",,0,0,,"","anel, peniano, anel peniano",0,0,,True,False,0,0,0,"","5288016AP","Anel Peniano","https---www-intimici-com-br-prod-idloja-31045-idproduto-5288016","","ANEL PENIANO A2","6327"
"A","Anéis",5288014,"AC010","Anel Peniano Com Laço Retardador",100,"Anel Peniano Laço Retardador em E.V.A -Côr  Branco
Fabricante: Adão e Eva.","Anel Peniano Laço Retardador em E.V.A -Côr  Branco.

Anel peniano feito de E.V.A (é um material - polímero ou plástico - com aspecto emborrachado que permite diversas aplicações), e que ajuda a manter a ereção e retardar a ejaculação precoce.

Dimensões: O anel é regulável, medindo no máximo 25 cm de comprimento e 5cm de diâmetro. Medidas aproximadas.

Modo de Usar: Coloque o anel e regule de acordo com o diâmetro do pênis.

Cor: Branco

Detalhes em Metal: Ponteiras e regulador

Validade indeterminada. Em geral, a duração é longa, dependendo principalmente das formas adequadas de manuseio e armazenagem.

Para aumentar a durabilidade., siga alguns cuidados:
- Evite expor o E.V.A. à altas temperaturas (acima de 40ºC );
- Não utilize objetos pontiagudos sobre o E.V.A.;
- Não utilize álcool ou desinfetante para higienizá-lo.

Limpeza: Pode ser limpo com pano úmido em água ou lavado com água e sabão neutro. Deixe-o secar em temperatura ambiente, de preferência na sombra ou em área interna.","https://sexoparaleigos.wordpress.com/2016/11/17/desmistificando-o-uso-de-aneis-penianos/",True,3,0,True,0,5.49,11.53,0,0,0,,,False,False,"AC010.jpg","AC010.JPG,AC010_1.jpg","AC010.JPG,AC010_1.jpg","","","","","","","",0,,1084,"Aneis, Energeticos, Excitantes",,0,0,,"","anel, peniano, anel peniano",0,0,,True,False,0,0,0,"","5288014AP","Anel Peniano com Laço Retardador","https---www-intimici-com-br-prod-idloja-31045-idproduto-5288014","","Anel Peniano Laço Retardador em E.V.A -Côr  branco","7180,7194,7183,6327,7189"
"A","Anéis",5288021,"KT813AZ","Anel Peniano Estimulation - Azul",100,"Anel Peniano Estimulation - Azul
Com estimulador e massageador para o clitóris.
Importador: KImport","Anel Peniano Estimulation - Côr Azul.

Meia capa peniana feita em material macio e de grande elasticidade com micro pontos externos e estimulador que fica estrategicamente na parte inferior da capa e faz o contato com o escroto e o clitóris ao mesmo tempo, dando prazer para ambos.

Material: TPE

Medida: Meia capa mede 6,5 x 2,5 cm e estimulador mede 5x1,5. Medidas aproximadas.

Modo de Usar: Encaixe a meia capa na base do penis com estimulador virando p/ cima. lubrifique para facilitar a penetração.

Recomendações: É recomendado o uso de lubrificantes.

Embalagem: Blister.

Validade: Indetermindado.

Foto ilustrativa - Não acompanha protese

Precauções: Lave antes e após o uso com àgua e sabão neutro.

Aviso: Para evitar lesões ou um agravamento de patologias existentes, não utilize este produto em zona inflamada, inchada ou a pele com lacerações. O uso deste produto não supõe nenhuma garantia, nenhum direito a reclamação por motivos médicos.","https://sexoparaleigos.wordpress.com/2016/11/17/desmistificando-o-uso-de-aneis-penianos/",True,2,0,True,0,5.91,12.41,0,0,0,,,False,False,"KT813AZ.jpg","KT813AZ.jpg,KT813AZ_1.jpg","KT813AZ.jpg,KT813AZ_1.jpg","","","","","","","9",0,,1084,"anel peniano estimulation",,0,0,,"","anel, peniano, estimulation, anel peniano",0,0,,True,False,0,0,0,"","5288021AE","Anel Estimulation Azul","https---www-intimici-com-br-prod-idloja-31045-idproduto-5288021","","Anel Estimulation Azul","7179,7185,7183,7042,7189"
"A","Anéis",5288024,"KT813X","Anel Peniano Estimulation - Roxo",100,"Anel Peniano Estimulation - Roxo
Com estimulador e massageador para o clitóris
Importador: KImport.","Anel Estimulation - Côr Roxo.

Meia capa peniana feita em material macio e de grande elasticidade com micro pontos externos e estimulador que fica estrategicamente na parte inferior da capa e faz o contato com o escroto e o clitóris ao mesmo tempo, dando prazer para ambos.

Material: TPE

Medida: Meia capa mede 6,5 x 2,5 cm e estimulador mede 5x1,5. Medidas aproximadas.

Modo de Usar: Encaixe a meia capa na base do penis com estimulador virando p/ cima. lubrifique para facilitar a penetração.

Recomendações: É recomendado o uso de lubrificantes.

Embalagem: Blister.

Validade: Indetermindado.

Foto ilustrativa - Não acompanha protese

Precauções: Lave antes e após o uso com àgua e sabão neutro.

Aviso: Para evitar lesões ou um agravamento de patologias existentes, não utilize este produto em zona inflamada, inchada ou a pele com lacerações. O uso deste produto não supõe nenhuma garantia, nenhum direito a reclamação por motivos médicos.","https://sexoparaleigos.wordpress.com/2016/11/17/desmistificando-o-uso-de-aneis-penianos/",True,2,0,True,0,5.91,12.41,0,0,0,,,False,False,"KT813X.jpg","KT813X.jpg,KT813X_1.jpg","KT813X.jpg,KT813X_1.jpg","","","","","","","134",0,,1084,"anel peniano estimulation",,0,0,,"","anel, peniano, estimulation, anel peniano",0,0,,True,False,0,0,0,"","5288024AE","Anel Estimulation Roxo","https---www-intimici-com-br-prod-idloja-31045-idproduto-5288024","","Anel Estimulation Roxo","7179,7185,7183,7042"
